A,Fission Yield,noise,Z,N,E
66.0,-5.176553158452899e-05,0.004196337631484705,95,146,5.537640025300001
66.01060106010601,0.00012682584572132176,0.004064096786728478,95,146,5.537640025300001
66.02120212021202,6.702545710174563e-05,0.003964435015608553,95,146,5.537640025300001
66.03180318031804,-0.00014478635805652515,0.004153461617722098,95,146,5.537640025300001
66.04240424042405,4.8723999438372775e-05,0.004086369297015363,95,146,5.537640025300001
66.05300530053005,-3.52559320877097e-05,0.004083788743555962,95,146,5.537640025300001
66.06360636063606,4.9357800971111006e-05,0.004030247339461919,95,146,5.537640025300001
66.07420742074207,4.089851463696763e-05,0.003958768397652315,95,146,5.537640025300001
66.08480848084808,8.081570454952375e-05,0.004020821451066599,95,146,5.537640025300001
66.0954095409541,-4.5783834829149046e-05,0.00406196095849831,95,146,5.537640025300001
66.1060106010601,0.0001189891566413838,0.004086598673882908,95,146,5.537640025300001
66.11661166116612,-7.827554510214289e-05,0.003994368121209066,95,146,5.537640025300001
66.12721272127213,3.0416235984271957e-05,0.003721143054179993,95,146,5.537640025300001
66.13781378137814,0.00014599306012787468,0.00397699182211061,95,146,5.537640025300001
66.14841484148415,1.4776259045170167e-05,0.0038490497355945378,95,146,5.537640025300001
66.15901590159015,-4.7983377965917236e-05,0.003917166151878642,95,146,5.537640025300001
66.16961696169616,-0.0002484092926488823,0.004014935410404023,95,146,5.537640025300001
66.18021802180218,1.7714654291674924e-05,0.0039683216547095985,95,146,5.537640025300001
66.19081908190819,0.0003375752673393916,0.0038751626832891667,95,146,5.537640025300001
66.2014201420142,-3.867051740872641e-05,0.0039013232534259425,95,146,5.537640025300001
66.21202120212021,0.0001902586435138996,0.00377630789637949,95,146,5.537640025300001
66.22262226222622,1.6511709852139056e-05,0.003831518399101547,95,146,5.537640025300001
66.23322332233224,-9.986953638017511e-05,0.003916284446789652,95,146,5.537640025300001
66.24382438243825,2.875761132913556e-05,0.003768244867181826,95,146,5.537640025300001
66.25442544254426,0.00010013428856666044,0.003988703372783163,95,146,5.537640025300001
66.26502650265026,7.176342600717167e-05,0.00396607053794969,95,146,5.537640025300001
66.27562756275627,0.00016719743692370515,0.003974657317640711,95,146,5.537640025300001
66.28622862286228,7.428028363628732e-05,0.003926944529021911,95,146,5.537640025300001
66.2968296829683,2.8756490163420622e-05,0.003859355973528135,95,146,5.537640025300001
66.3074307430743,2.6178520851444313e-05,0.003779510786525948,95,146,5.537640025300001
66.31803180318032,-9.746794881297747e-05,0.003764351316516464,95,146,5.537640025300001
66.32863286328633,2.066893943439502e-05,0.0036955845346531816,95,146,5.537640025300001
66.33923392339234,-9.586063862731681e-06,0.003842471196155139,95,146,5.537640025300001
66.34983498349835,-3.652870128139041e-05,0.003670394013072867,95,146,5.537640025300001
66.36043604360437,-9.732211185443683e-05,0.003974949216025019,95,146,5.537640025300001
66.37103710371036,0.0001684257665538286,0.0039389984898200794,95,146,5.537640025300001
66.38163816381638,9.699211440098013e-05,0.0038763677454671263,95,146,5.537640025300001
66.39223922392239,2.7574981254705342e-05,0.003933535194077463,95,146,5.537640025300001
66.4028402840284,5.2888165424717204e-05,0.003922190985661958,95,146,5.537640025300001
66.41344134413441,1.92028484708653e-05,0.003931225089673884,95,146,5.537640025300001
66.42404240424042,0.00027292895180649145,0.0037859425965060577,95,146,5.537640025300001
66.43464346434644,6.147162626059181e-05,0.0038989846974349725,95,146,5.537640025300001
66.44524452445245,0.00021440996046811074,0.0037432988990265628,95,146,5.537640025300001
66.45584558455846,6.958021075205594e-05,0.0038995324318887694,95,146,5.537640025300001
66.46644664466447,0.00010903195463180744,0.0037682852171272456,95,146,5.537640025300001
66.47704770477047,-3.5351857416713815e-05,0.00398133306625997,95,146,5.537640025300001
66.48764876487648,-3.413819996419432e-05,0.00383067385590256,95,146,5.537640025300001
66.4982498249825,0.00016108490476418008,0.0037364281740048778,95,146,5.537640025300001
66.5088508850885,-5.650579961379418e-05,0.0037970956633793518,95,146,5.537640025300001
66.51945194519452,5.996962583627707e-05,0.003837801753567081,95,146,5.537640025300001
66.53005300530053,0.00013165697894052986,0.0036171271283492678,95,146,5.537640025300001
