A,Fission Yield,noise,Z,N,E
66.0,-6.301392639669967e-05,0.003928406250606008,98,153,6.1720000253
66.01060106010601,-7.015765455511131e-05,0.003908300389811783,98,153,6.1720000253
66.02120212021202,-0.00021070502674033135,0.003912942424048823,98,153,6.1720000253
66.03180318031804,-0.00014392954178624908,0.0039617729617992675,98,153,6.1720000253
66.04240424042405,-0.00013482981745421352,0.004061871678669012,98,153,6.1720000253
66.05300530053005,-0.00017627374551203417,0.0037495391195583134,98,153,6.1720000253
66.06360636063606,5.399525566888031e-05,0.003973650246354691,98,153,6.1720000253
66.07420742074207,-0.00015706020362491656,0.004162306104380456,98,153,6.1720000253
66.08480848084808,-0.00017566845837375556,0.003822366833722641,98,153,6.1720000253
66.0954095409541,0.00011610570788106116,0.0038578148580304876,98,153,6.1720000253
66.1060106010601,-0.00014523750607282258,0.003833978219402199,98,153,6.1720000253
66.11661166116612,6.54216211245039e-05,0.003941739022716793,98,153,6.1720000253
66.12721272127213,-6.004683079436385e-05,0.0037946288145366243,98,153,6.1720000253
66.13781378137814,2.479249436023063e-06,0.003941534456235495,98,153,6.1720000253
66.14841484148415,-4.872224054124626e-05,0.0038809419810592978,98,153,6.1720000253
66.15901590159015,9.884772193881786e-05,0.003778433988965025,98,153,6.1720000253
66.16961696169616,6.383394188299464e-05,0.0037714794217854823,98,153,6.1720000253
66.18021802180218,-0.00013588957253417408,0.0038931972191274754,98,153,6.1720000253
66.19081908190819,-7.981626943105958e-06,0.003861929976731489,98,153,6.1720000253
66.2014201420142,-0.000156060735777117,0.0038961946723414394,98,153,6.1720000253
66.21202120212021,-0.00020252279853639433,0.003609027242861666,98,153,6.1720000253
66.22262226222622,-0.00017611142665330013,0.003905889367404213,98,153,6.1720000253
66.23322332233224,-0.00019257914087218695,0.0038315574759943886,98,153,6.1720000253
66.24382438243825,-0.000296400725214585,0.0038178835213123668,98,153,6.1720000253
66.25442544254426,-5.6985895969804585e-05,0.003765385786517694,98,153,6.1720000253
66.26502650265026,-5.5007718745508e-06,0.003931597394329426,98,153,6.1720000253
66.27562756275627,-0.0002819904515205756,0.003903690777591293,98,153,6.1720000253
66.28622862286228,-0.00013546729967275426,0.003817132052036657,98,153,6.1720000253
66.2968296829683,-0.00022307912363973614,0.0037287285035859153,98,153,6.1720000253
66.3074307430743,-8.635337191742174e-06,0.0037515735378763717,98,153,6.1720000253
66.31803180318032,-3.332342326267512e-05,0.0038276868973704595,98,153,6.1720000253
66.32863286328633,0.00014326878130359574,0.003837305870905139,98,153,6.1720000253
66.33923392339234,7.322959474236355e-05,0.003873221014282704,98,153,6.1720000253
66.34983498349835,-6.799181864621377e-05,0.0037732046229120015,98,153,6.1720000253
66.36043604360437,-0.00024513047840268973,0.003766085457478779,98,153,6.1720000253
66.37103710371036,-0.00018403248663791943,0.0038017527335591707,98,153,6.1720000253
66.38163816381638,-0.00020722377684691067,0.003858123851842819,98,153,6.1720000253
66.39223922392239,-3.858085974880492e-05,0.003950148238256401,98,153,6.1720000253
66.4028402840284,2.6236134275242317e-05,0.0037415650688141593,98,153,6.1720000253
66.41344134413441,-8.876423047073057e-05,0.0036746252956935217,98,153,6.1720000253
66.42404240424042,-1.3072037731435497e-05,0.003758074120223484,98,153,6.1720000253
66.43464346434644,-0.0001328256407372717,0.003680350706513311,98,153,6.1720000253
66.44524452445245,-0.00021136791539721027,0.0038040757333926366,98,153,6.1720000253
66.45584558455846,-8.600499105222374e-05,0.003682136032067782,98,153,6.1720000253
66.46644664466447,-0.00022542732420874473,0.00380047305883334,98,153,6.1720000253
66.47704770477047,3.4011122178480796e-05,0.003767965689429244,98,153,6.1720000253
66.48764876487648,-3.753201090657613e-05,0.0036107063670163114,98,153,6.1720000253
66.4982498249825,2.6049662288160248e-05,0.003656275291785658,98,153,6.1720000253
