A,Fission Yield,noise,Z,N,E
66.0,-0.0003182324143232921,0.00394288111816954,93,144,19.48832
66.01060106010601,9.867649990779105e-05,0.003830153078511289,93,144,19.48832
66.02120212021202,-6.69838303172446e-05,0.003974571390894902,93,144,19.48832
66.03180318031804,-0.00028545827852313933,0.0041644404235544235,93,144,19.48832
66.04240424042405,-0.0001654443862556783,0.00354911170164374,93,144,19.48832
66.05300530053005,-0.00021282961736660027,0.00382934478498704,93,144,19.48832
66.06360636063606,-0.00023462294193763017,0.0037754257856139326,93,144,19.48832
66.07420742074207,0.0004614308011098458,0.0036423030100365093,93,144,19.48832
66.08480848084808,-0.0001781087783556688,0.0038356611196831876,93,144,19.48832
66.0954095409541,8.411737705794382e-05,0.003777458327900089,93,144,19.48832
66.1060106010601,6.130147869235125e-05,0.003911814208936012,93,144,19.48832
66.11661166116612,7.178219842556644e-05,0.003815512253056044,93,144,19.48832
66.12721272127213,-0.0003279874342582594,0.0037598164446539907,93,144,19.48832
66.13781378137814,-1.627432327323769e-06,0.0038413911908768586,93,144,19.48832
66.14841484148415,-0.0004047376369582287,0.004037916769745487,93,144,19.48832
66.15901590159015,2.679557513966687e-05,0.003949734835354663,93,144,19.48832
66.16961696169616,7.935934363206474e-05,0.003968684426609341,93,144,19.48832
66.18021802180218,8.39085559961476e-05,0.003814086065057649,93,144,19.48832
66.19081908190819,4.446736270890485e-05,0.0036688370828139934,93,144,19.48832
66.2014201420142,1.2335344705693224e-05,0.003892439756104209,93,144,19.48832
66.21202120212021,6.288523343740423e-05,0.004006329925849653,93,144,19.48832
66.22262226222622,-0.0002255795510237234,0.003818275977640374,93,144,19.48832
66.23322332233224,-0.00021220342817295437,0.0038769808792082252,93,144,19.48832
66.24382438243825,-0.00016949259820124075,0.0037853197836879926,93,144,19.48832
66.25442544254426,0.00010656793323970333,0.003640592198482108,93,144,19.48832
66.26502650265026,8.883261119332747e-05,0.003918668064897726,93,144,19.48832
66.27562756275627,-0.00018387577205491852,0.0037926295678315865,93,144,19.48832
66.28622862286228,-5.2925884265484666e-05,0.003805290621144083,93,144,19.48832
66.2968296829683,-0.0001908624069409696,0.0037414776776512784,93,144,19.48832
66.3074307430743,9.827954473322019e-05,0.003801618811575086,93,144,19.48832
66.31803180318032,-1.544948762685361e-05,0.004027212659121834,93,144,19.48832
66.32863286328633,-0.0002121186384297358,0.003693064486174409,93,144,19.48832
66.33923392339234,-9.069677192427982e-06,0.0037061784278395503,93,144,19.48832
66.34983498349835,-5.615136194664809e-06,0.003755724001571615,93,144,19.48832
66.36043604360437,0.0001837398961715097,0.003826742559015286,93,144,19.48832
66.37103710371036,-0.0002888204114676331,0.0038208393596498532,93,144,19.48832
66.38163816381638,-0.0004406954584408459,0.003853163293938534,93,144,19.48832
66.39223922392239,-6.499106490059673e-06,0.003762448720669851,93,144,19.48832
66.4028402840284,-2.237653468674507e-05,0.0037054185986496414,93,144,19.48832
66.41344134413441,-5.081868877663747e-05,0.003946272130583443,93,144,19.48832
66.42404240424042,-0.00034627408111931,0.0037489406645101354,93,144,19.48832
66.43464346434644,-0.00021464111909084898,0.00370362534760091,93,144,19.48832
66.44524452445245,2.4823557389498776e-05,0.0037040557920364086,93,144,19.48832
66.45584558455846,0.00011970079714951504,0.003725593554513442,93,144,19.48832
66.46644664466447,-3.513263646245635e-05,0.003492732228892537,93,144,19.48832
66.47704770477047,-7.560687698020883e-06,0.0038197094235535535,93,144,19.48832
66.48764876487648,-0.00018356349408966608,0.003843031150341446,93,144,19.48832
66.4982498249825,-0.00017028692885107024,0.0038317822885521775,93,144,19.48832
66.5088508850885,-0.00019133163597894061,0.0035756510375524212,93,144,19.48832
66.51945194519452,-0.0002862591277635505,0.003738027132354394,93,144,19.48832
