A,Fission Yield,Z,E,N
66.0,-7.062145165167754e-05,92,20.5455,143
66.01060106010601,-7.025888821840099e-05,92,20.5455,143
66.02120212021202,-6.989632478512571e-05,92,20.5455,143
66.03180318031804,-6.95337613518518e-05,92,20.5455,143
66.04240424042405,-6.917119791857921e-05,92,20.5455,143
66.05300530053005,-6.88086344853085e-05,92,20.5455,143
66.06360636063606,-6.844607105203874e-05,92,20.5455,143
66.07420742074207,-6.808350761877046e-05,92,20.5455,143
66.08480848084808,-6.772094418550368e-05,92,20.5455,143
66.0954095409541,-6.735838075223848e-05,92,20.5455,143
66.1060106010601,-6.699581731897491e-05,92,20.5455,143
66.11661166116612,-6.663325388571299e-05,92,20.5455,143
66.12721272127213,-6.627069045245275e-05,92,20.5455,143
66.13781378137814,-6.590812701919431e-05,92,20.5455,143
66.14841484148415,-6.554556358593765e-05,92,20.5455,143
66.15901590159015,-6.518300015268334e-05,92,20.5455,143
66.16961696169616,-6.482043671943047e-05,92,20.5455,143
66.18021802180218,-6.445787328617955e-05,92,20.5455,143
66.19081908190819,-6.409530985293067e-05,92,20.5455,143
66.2014201420142,-6.373274641968387e-05,92,20.5455,143
66.21202120212021,-6.337018298643922e-05,92,20.5455,143
66.22262226222622,-6.300761955319678e-05,92,20.5455,143
66.23322332233224,-6.26450561199566e-05,92,20.5455,143
66.24382438243825,-6.228249268671879e-05,92,20.5455,143
66.25442544254426,-6.191992925348335e-05,92,20.5455,143
66.26502650265026,-6.155736582025089e-05,92,20.5455,143
66.27562756275627,-6.11948023870205e-05,92,20.5455,143
66.28622862286228,-6.0832238953792716e-05,92,20.5455,143
66.2968296829683,-6.0469675520567625e-05,92,20.5455,143
66.3074307430743,-6.0107112087345325e-05,92,20.5455,143
66.31803180318032,-5.974454865412587e-05,92,20.5455,143
66.32863286328633,-5.9381985220909385e-05,92,20.5455,143
66.33923392339234,-5.901942178769591e-05,92,20.5455,143
66.34983498349835,-5.865685835448554e-05,92,20.5455,143
66.36043604360437,-5.8294294921278365e-05,92,20.5455,143
66.37103710371036,-5.793173148807497e-05,92,20.5455,143
66.38163816381638,-5.7569168054874484e-05,92,20.5455,143
66.39223922392239,-5.720660462167747e-05,92,20.5455,143
66.4028402840284,-5.684404118848407e-05,92,20.5455,143
66.41344134413441,-5.648147775529434e-05,92,20.5455,143
66.42404240424042,-5.6118914322108416e-05,92,20.5455,143
66.43464346434644,-5.575635088892641e-05,92,20.5455,143
66.44524452445245,-5.539378745574841e-05,92,20.5455,143
66.45584558455846,-5.503122402257454e-05,92,20.5455,143
66.46644664466447,-5.4668660589404954e-05,92,20.5455,143
66.47704770477047,-5.4306097156240204e-05,92,20.5455,143
66.48764876487648,-5.394353372307948e-05,92,20.5455,143
