A,Fission Yield,Z,E,N
66.0,-4.4729312354270976e-07,94,6.309600025300001,147
66.01060106010601,-4.449846441543217e-07,94,6.309600025300001,147
66.02120212021202,-4.426761685886873e-07,94,6.309600025300001,147
66.03180318031804,-4.403676969488004e-07,94,6.309600025300001,147
66.04240424042405,-4.3805922934036357e-07,94,6.309600025300001,147
66.05300530053005,-4.357507658718622e-07,94,6.309600025300001,147
66.06360636063606,-4.3344230665462205e-07,94,6.309600025300001,147
66.07420742074207,-4.3113385180290165e-07,94,6.309600025300001,147
66.08480848084808,-4.288254014339536e-07,94,6.309600025300001,147
66.0954095409541,-4.265169556681057e-07,94,6.309600025300001,147
66.1060106010601,-4.242085146288387e-07,94,6.309600025300001,147
66.11661166116612,-4.219000784428663e-07,94,6.309600025300001,147
66.12721272127213,-4.1959164724021934e-07,94,6.309600025300001,147
66.13781378137814,-4.1728322115432837e-07,94,6.309600025300001,147
66.14841484148415,-4.1497480032211134e-07,94,6.309600025300001,147
66.15901590159015,-4.126663848840657e-07,94,6.309600025300001,147
66.16961696169616,-4.103579749843465e-07,94,6.309600025300001,147
66.18021802180218,-4.0804957077087794e-07,94,6.309600025300001,147
66.19081908190819,-4.057411723954373e-07,94,6.309600025300001,147
66.2014201420142,-4.0343278001375564e-07,94,6.309600025300001,147
66.21202120212021,-4.0112439378561743e-07,94,6.309600025300001,147
66.22262226222622,-3.9881601387496456e-07,94,6.309600025300001,147
66.23322332233224,-3.9650764045000035e-07,94,6.309600025300001,147
66.24382438243825,-3.941992736832988e-07,94,6.309600025300001,147
66.25442544254426,-3.918909137519139e-07,94,6.309600025300001,147
66.26502650265026,-3.895825608374967e-07,94,6.309600025300001,147
66.27562756275627,-3.8727421512639875e-07,94,6.309600025300001,147
66.28622862286228,-3.8496587680980993e-07,94,6.309600025300001,147
66.2968296829683,-3.826575460838675e-07,94,6.309600025300001,147
66.3074307430743,-3.803492231497837e-07,94,6.309600025300001,147
66.31803180318032,-3.7804090821397474e-07,94,6.309600025300001,147
66.32863286328633,-3.757326014881904e-07,94,6.309600025300001,147
66.33923392339234,-3.734243031896495e-07,94,6.309600025300001,147
66.34983498349835,-3.7111601354117607e-07,94,6.309600025300001,147
66.36043604360437,-3.6880773277134167e-07,94,6.309600025300001,147
66.37103710371036,-3.6649946111461124e-07,94,6.309600025300001,147
66.38163816381638,-3.641911988114797e-07,94,6.309600025300001,147
66.39223922392239,-3.618829461086407e-07,94,6.309600025300001,147
66.4028402840284,-3.59574703259131e-07,94,6.309600025300001,147
66.41344134413441,-3.5726647052249045e-07,94,6.309600025300001,147
66.42404240424042,-3.549582481649261e-07,94,6.309600025300001,147
66.43464346434644,-3.5265003645947805e-07,94,6.309600025300001,147
66.44524452445245,-3.503418356861906e-07,94,6.309600025300001,147
66.45584558455846,-3.48033646132287e-07,94,6.309600025300001,147
66.46644664466447,-3.4572546809234775e-07,94,6.309600025300001,147
66.47704770477047,-3.4341730186849855e-07,94,6.309600025300001,147
66.48764876487648,-3.411091477705843e-07,94,6.309600025300001,147
66.4982498249825,-3.388010061163809e-07,94,6.309600025300001,147
66.5088508850885,-3.3649287723177916e-07,94,6.309600025300001,147
66.51945194519452,-3.3418476145099063e-07,94,6.309600025300001,147
66.53005300530053,-3.3187665911675336e-07,94,6.309600025300001,147
66.54065406540654,-3.295685705805438e-07,94,6.309600025300001,147
66.55125512551255,-3.2726049620279343e-07,94,6.309600025300001,147
66.56185618561857,-3.249524363531109e-07,94,6.309600025300001,147
66.57245724572458,-3.226443914105089e-07,94,6.309600025300001,147
66.58305830583058,-3.203363617636401e-07,94,6.309600025300001,147
66.59365936593659,-3.180283478110232e-07,94,6.309600025300001,147
66.6042604260426,-3.1572034996130533e-07,94,6.309600025300001,147
66.61486148614861,-3.1341236863349934e-07,94,6.309600025300001,147
66.62546254625462,-3.111044042572433e-07,94,6.309600025300001,147
66.63606360636064,-3.0879645727306116e-07,94,6.309600025300001,147
66.64666466646665,-3.064885281326329e-07,94,6.309600025300001,147
66.65726572657266,-3.041806172990673e-07,94,6.309600025300001,147
66.66786678667867,-3.0187272524718404e-07,94,6.309600025300001,147
66.67846784678468,-2.9956485246380135e-07,94,6.309600025300001,147
66.68906890689068,-2.972569994480337e-07,94,6.309600025300001,147
66.6996699669967,-2.9494916671158144e-07,94,6.309600025300001,147
66.7102710271027,-2.9264135477905765e-07,94,6.309600025300001,147
66.72087208720872,-2.9033356418829314e-07,94,6.309600025300001,147
66.73147314731473,-2.8802579549066206e-07,94,6.309600025300001,147
66.74207420742074,-2.857180492514141e-07,94,6.309600025300001,147
66.75267526752675,-2.8341032605001347e-07,94,6.309600025300001,147
66.76327632763277,-2.811026264804866e-07,94,6.309600025300001,147
66.77387738773878,-2.7879495115177717e-07,94,6.309600025300001,147
66.78447844784479,-2.764873006881105e-07,94,6.309600025300001,147
66.79507950795079,-2.7417967572936945e-07,94,6.309600025300001,147
66.8056805680568,-2.718720769314624e-07,94,6.309600025300001,147
66.81628162816281,-2.6956450496673344e-07,94,6.309600025300001,147
66.82688268826882,-2.6725696052434877e-07,94,6.309600025300001,147
66.83748374837484,-2.649494443107088e-07,94,6.309600025300001,147
66.84808480848085,-2.626419570498676e-07,94,6.309600025300001,147
66.85868586858686,-2.6033449948396034e-07,94,6.309600025300001,147
66.86928692869287,-2.5802707237364207e-07,94,6.309600025300001,147
66.87988798879888,-2.557196764985375e-07,94,6.309600025300001,147
66.8904890489049,-2.534123126576988e-07,94,6.309600025300001,147
